WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia
"POINT (775209.62747739 4298470.24944885)","866",INSTITUTO MUSICAL,"AV. JUAN CARLOS I, 55","03082","1978",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1928.65",Accesibilidad baja,Accessibilitat baixa,"4393.95",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"21792.72",Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante
"POINT (774656.530959343 4297994.19168958)","867",EDIFICIO CA LAMBERT,"C/MAYOR, 43","03082","1900",Equipamiento,Equipament,"Educativo, Cultural, Administrativo","Educatiu, Cultural, Administratiu",BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1677.40",Accesibilidad baja,Accessibilitat baixa,"11843.40",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"36252.89",Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante
"POINT (774730.287037158 4298069.71697245)","868",MUSEO “SOLER BLASCO”,"C/PRIMICIAS, 1","03082","1987",Equipamiento,Equipament,Cultural,Cultural,BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"306.16",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"31844.70",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"661.85",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"47366.65",Xàbia,Jávea,Jávea,Xàbia,Xàbia,Xàbia/Jávea,la Marina Alta,Alacant/Alicante
"POINT (759691.120866739 4292078.78700559)","869","AJUNTAMENT, SALÓ D'ACTES","C/ESGLÈSIA, 27","03081","1990",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad baja,Accessibilitat baixa,"3086.70",Accesibilidad baja,Accessibilitat baixa,"11393.55",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"29034.19",Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante
"POINT (759975.821565183 4292421.60029736)","870","BIBLIOTECA, CASA DE LA CULTURA, LLAR 3ª EDAT",PD PLA LA HUERTA POLÍGONO 3 PARCELA 40,"03081","2001",Equipamiento,Equipament,"Cultural, Social, Recreativo","Cultural, Social, Recreatiu",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"3518.90",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"10990.11",Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante
"POINT (759726.115102963 4292263.65189102)","871",ESCOLA MÚSICA,"PZ. MAYOR, 1 PL1","03081","1970",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"787.49",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"23463.48",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"26959.12",Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante
"POINT (759495.059547898 4292450.395725)","872",MUSEO ETNOLOGICO,"AV. REY JUAN CARLOS I, 45","03081","1950",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,"1395.74",Accesibilidad baja,Accessibilitat baixa,"1665.32",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"11269.21",Xaló,Xaló,Xaló,Xaló,Xaló,Xaló,la Marina Alta,Alacant/Alicante
"POINT (717270.714171846 4268610.07292299)","873",CASA CONSISTORIAL,"AV. CONSTITUCIÓ, 6","03083","1904",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"60434.02",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"5285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"66875.35",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717301.705987367 4268638.12524427)","874",CASAL TERCERA EDAD,"C/ D’ALCOI, 20","03083","1950",Equipamiento,Equipament,Social,Social,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"306.16",Accesibilidad baja,Accessibilitat baixa,"17454.05",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"10785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"29522.30",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717767.585975711 4268995.42262965)","875",CEIP CRISTOBAL COLON,"C/ JOSEP MARIA SAMPER, 3","03083","1960",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4718.65",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"73642.67",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"36309.85",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"115647.35",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717338.199559739 4268923.11569978)","876",CEIP ELOI COLOMA,"AV. CONSTITUCIÓ, 55","03083","1940",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"14239.99",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"61605.99",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"23547.88",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"100370.04",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717340.396711376 4267655.67090698)","877",CEIP SAGRADA FAMILIA,"AV. JOAN FUSTER, 4","03083","1980",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"50696.12",Accesibilidad baja,Accessibilitat baixa,"6969.83",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"3523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"62166.07",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717452.90926506 4268524.60791916)","878",BIBLIOTECA,"C/ MALLORCA, 15","03083","1940",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,"37898.44",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"35124.22",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"87576.60",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717294.418969827 4268909.93243809)","879",CASA DE CULTURA,"C/ MARE DE DÉU DE L'ORITO, 62","03083","1900",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"14951.06",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"29505.00",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717289.075390705 4269020.07775635)","880",ESCUELA DE MUSICA,"C/ SANT FRANCESC, 13","03083","2005",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,"1392.52",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"30328.47",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"39959.14",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717290.668632282 4268954.92419991)","881",TEATRET,"PLAÇA DEL CONVENT, 3","03083","1900",Equipamiento,Equipament,Cultural,Cultural,BRL,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"10324.96",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1073.70",Accesibilidad baja,Accessibilitat baixa,"21548.02",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717339.938127491 4268052.05872529)","882",ESPACIO POLIVALENTE SEGORB,AV. JOAN FUSTER,"03083","2010",Equipamiento,Equipament,"Educativo, Cultural, Social","Educatiu, Cultural, Social",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad media,Accessibilitat mitjana,"180.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad media,Accessibilitat mitjana,"3097.39",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (717287.414776406 4268605.41684024)","883",OFICINAS GENERALES,"C/ D’ALCOI,12","03083","1982",Equipamiento,Equipament,"Administrativo, Social","Administratiu, Social",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"2249.69",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad alta,Accessibilitat alta,"250.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"3655.11",Xixona,Jijona,Jijona,Xixona,Xixona,Xixona/Jijona,l'Alacantí,Alacant/Alicante
"POINT (756820.474534922 4471851.45767374)","884",AJUNTAMENT,"PZ. L´ESGLÉSIA, 7","12003","1969",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"22300.98",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"37980.34",Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,l'Alt Maestrat,Castelló/Castellón
"POINT (756759.114186617 4471718.75482786)","885",CASA DE LA CULTURA,"PZ. GASPAR I FUSTER, 4","12003","1900",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1105.77",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"25151.58",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"41727.47",Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,Albocàsser,l'Alt Maestrat,Castelló/Castellón
"POINT (726041.104704539 4421799.44692015)","886","AYUNTAMIENTO/CASA CONSISTORIAL+ (BIBLIOTECA, FARMACIA, CONSULTORIO MÉDICO, SALÓN MULTIUSOS, LOCAL JÓVENES, LOCAL MAYORES)","C/ LA FUENTE, 1","12006","1920",Equipamiento,Equipament,"Educativo, Cultural, Sanitario, Asistencial, Administrativo, Institucional, Social, Recreativo","Educatiu, Cultural, Sanitari, Assistencial, Administratiu, Institucional, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,"643.07",Accesibilidad baja,Accessibilitat baixa,"793.30",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"5285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"7668.46",Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,Alcudia de Veo,la Plana Baixa,Castelló/Castellón
