WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia
"POINT (703719.939519905 4288473.10582721)","658",COLEGIO ALFONSO INIESTA Y AULAS ANEXAS EDU. INFANTIL,C/ FONT BONA N.º 29,"03021","2014",Equipamiento,Equipament,"Educativo, Deportivo","Educatiu, Esportiu",No,Accesibilidad baja,Accessibilitat baixa,"13164.30",Accesibilidad baja,Accessibilitat baixa,"11742.80",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4837.00",Accesibilidad baja,Accessibilitat baixa,"59768.16",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703897.285814794 4287874.04201202)","659",COLEGIO LA MALENA (CONSERVATORIO MUNICIPAL DE MUSICA),C/ LA ERMINA Nº17,"03021","1975",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4590.65",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"26714.16",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"46774.93",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703409.703010694 4287638.33979747)","660",OROSIA SILVESTRE GUARDERIA INFANTIL,C/ BIAR 5-A,"03021","2000",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"9805.84",Accesibilidad baja,Accessibilitat baixa,"18955.70",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"51493.63",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703783.544768981 4287908.77823017)","661",BIBLIOTECA MUNICIPAL,C/LA MALENA Nº15,"03021","2009",Equipamiento,Equipament,"Educativo, Cultural, Administrativo","Educatiu, Cultural, Administratiu",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"914.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"23855.33",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703873.192978915 4287819.33921906)","662",CASA DE LA CULTURA,"C/SAN ANTONIO, 27 Y 29","03021","1985",Equipamiento,Equipament,"Educativo, Cultural, Social","Educatiu, Cultural, Social",No,Accesibilidad baja,Accessibilitat baixa,"11558.90",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"33525.62",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7646.25",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"82724.83",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703677.385808719 4287847.86634106)","663",LOCAL EXPOSCIONES (ANEXO TEATRO),C/CASTILLO N.º 26 ES 1 PI:EN PTA DR,"03021","1975",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1069.15",Accesibilidad media,Accessibilitat mitjana,"24.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9331.30",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703693.769858609 4287802.64045283)","664",SOCIEDAD MUSICAL,C/MAYOR N.º 13 Y 15,"03021","1900",Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1880.15",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"27044.42",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"37162.72",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703677.498320629 4287846.86969157)","665",TEATRO PRINCIPAL,C/CASTILLO N.º 26,"03021","1909",Equipamiento,Equipament,"Cultural, Recreativo","Cultural, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"663.65",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"50234.94",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9955.50",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"90878.15",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703672.943209146 4287834.80322129)","666",CASTILLO DE BANYERES (MUSEO FESTERO),C/CASTILLO,"03021","1000",Equipamiento,Equipament,Cultural,Cultural,BIC,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"70024.65",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"50588.22",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"128851.02",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703605.953960047 4287813.72082128)","667",EDF. LOCAL DE LA JUVENTUD Y EMISORIA DE RADIO,C/CASTILLO N.º 8,"03021","1970",Equipamiento,Equipament,"Educativo, Cultural, Social, Infraestructura","Educatiu, Cultural, Social, Infraestructura",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1271.90",Accesibilidad baja,Accessibilitat baixa,"31923.50",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"55957.49",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (692442.46900486 4225928.57202062)","706",CASA DE CULTURA,C/ OSCAR ESPLA,"03055","2012",Equipamiento,Equipament,"Cultural, Social, Deportivo","Cultural, Social, Esportiu",No,Accesibilidad baja,Accessibilitat baixa,"4729.04",Accesibilidad baja,Accessibilitat baixa,"68866.10",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4977.75",Accesibilidad baja,Accessibilitat baixa,"94073.01",Catral,Catral,Catral,Catral,Catral,Catral,el Baix Segura/La Vega Baja,Alacant/Alicante
"POINT (703799.432791957 4288552.32707916)","668",EDF. MUSEO DEL PAPELDEL PAIS VALENCIÀ (VILLA ROSARIO),C/ FONT BONA N.º 2-A,"03021","1903",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"14654.96",Accesibilidad baja,Accessibilitat baixa,"16624.50",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"45833.40",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703663.138468774 4288401.24073921)","669",MUSEO ARQUEOLOGICO TORRE FONT BONA,C/ FONT BONA N.º 27,"03021","1900",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1268.65",Accesibilidad media,Accessibilitat mitjana,"54.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9530.80",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703875.444006862 4288590.81242096)","670",MUSEO DE LA ESPARDENYA (VILLA ROSARIO),C/ FONT BONA N 6,"03021","1903",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"12782.11",Accesibilidad baja,Accessibilitat baixa,"4802.40",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"24876.48",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (703792.85560311 4288469.41973307)","671",MUSEO DE LA FARMACIA (VILLA ROSARIO),C/ FONT BONA N.º 4,"03021","1903",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1409.09",Accesibilidad baja,Accessibilitat baixa,"340.00",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9041.06",Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,Banyeres de Mariola,l'Alcoià,Alacant/Alicante
"POINT (694281.767986104 4285815.10277412)","672",AYUNTAMIENTO,"41C/ CARDENAL PAYÁ, Nº","03023","1930",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"768.25",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"45122.22",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"61390.59",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694045.042733535 4285783.90167082)","673",CENTRO DE SALUD,"C/ PRACTICANTE BELLOD CORTÉS, Nº 4","03023","1960",Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,"823.30",Accesibilidad baja,Accessibilitat baixa,"1613.40",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"4228.67",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694188.921295264 4285893.34976757)","674",CENTRO PENSIONISTAS Y JUBILADOS,"C/ DOCTOR SILVESTRE, N.º 1","03023","1890",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,"1730.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"34494.34",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"38963.40",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694077.862463775 4285797.69412384)","675",CENTRO SOCIAL,"AV. VILLENA, Nº 10","03023","2004",Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad baja,Accessibilitat baixa,"5750.84",Accesibilidad media,Accessibilitat mitjana,"461.40",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"3523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"10682.36",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694740.470309559 4285886.16086632)","676",COLEGIO PÚBLICO DIVINA AURORA,"C/ CARDENAL PAYÁ, Nº 132","03023","1998",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"895.17",Accesibilidad baja,Accessibilitat baixa,"5915.40",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"16285.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4837.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"28909.66",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694691.382848093 4285993.23491323)","677",AGENCIA DE LECTURA,"C/ COLÓN, Nº 1","03023","1965",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,"1275.86",Accesibilidad baja,Accessibilitat baixa,"310.00",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"4324.01",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694081.870050354 4285854.64927452)","678",AUDITORIO MUNICIPAL,"C/ VICENTE CONCA BLASCO, Nº 11","03023","2006",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,"1574.30",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"40944.48",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"10785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"8146.25",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"62397.12",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694089.167577921 4285676.59217351)","679",MUSEO ETNOGRÁFICO,CAMINO CAMPO DE MIRRA,"03023","1945",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"608.95",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad media,Accessibilitat mitjana,"3523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"5109.07",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (694083.100688854 4285672.00235381)","680",MUSEO NAVARRO/ SALA DE EXPOSICIONES TEMPORALES,CAMINO CAMPO DE MIRRA,"03023","1945",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad media,Accessibilitat mitjana,"210.13",Accesibilidad media,Accessibilitat mitjana,"63.60",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1219.91",Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,Beneixama,l’Alt Vinalopó/El Alto Vinalopó,Alacant/Alicante
"POINT (751265.659906649 4284845.24732092)","681",CASA CONSISTORIAL,,"03045","1989",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"811.00",Accesibilidad baja,Accessibilitat baixa,"7854.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"16873.15",Bolulla,Bolulla,Bolulla,Bolulla,Bolulla,Bolulla,la Marina Baixa,Alacant/Alicante
"POINT (751299.308948951 4284684.09295416)","682",CENTRO POLIVALENTE (CULTURAL-SOCIAL-ENSEÑANZA-SANITARIO),,"03045","1952",Equipamiento,Equipament,"Educativo, Cultural, Sanitario, Asistencial","Educatiu, Cultural, Sanitari, Assistencial",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"5444.46",Accesibilidad baja,Accessibilitat baixa,"4974.48",Accesibilidad baja,Accessibilitat baixa,"1952.36",Accesibilidad baja,Accessibilitat baixa,"32571.82",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"8032.40",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"52975.52",Bolulla,Bolulla,Bolulla,Bolulla,Bolulla,Bolulla,la Marina Baixa,Alacant/Alicante
"POINT (765053.621720163 4281767.13967253)","683",AYUNTAMIENTO,"AV. IFAC, 12","03047","1980",Equipamiento,Equipament,"Administrativo, Institucional, Infraestructura","Administratiu, Institucional, Infraestructura",No,Accesibilidad media,Accessibilitat mitjana,"179.24",Accesibilidad baja,Accessibilitat baixa,"13258.10",Accesibilidad baja,Accessibilitat baixa,"1952.36",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1833.57",Accesibilidad baja,Accessibilitat baixa,"46271.15",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (765250.105800751 4282183.19908037)","684",C.P. AZORIN,"AV. MIGUEL HERNANDEZ, 9","03047","1986",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"2206.74",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"37673.32",Accesibilidad baja,Accessibilitat baixa,"1952.36",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2904.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"73785.27",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (764504.380286529 4281528.59029821)","685",CEIP PATERNINA,"AVDA. MASNOU, 15","03047","2010",Equipamiento,Equipament,"Educativo, Deportivo","Educatiu, Esportiu",No,Accesibilidad baja,Accessibilitat baixa,"3705.55",Accesibilidad baja,Accessibilitat baixa,"8005.40",Accesibilidad baja,Accessibilitat baixa,"1952.36",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"98.02",Accesibilidad baja,Accessibilitat baixa,"35547.24",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (764572.263465974 4281711.64624237)","686",CP OLTÀ,"PADDRE MAJON, 1","03047","1940",Equipamiento,Equipament,"Educativo, Deportivo","Educatiu, Esportiu",No,Accesibilidad baja,Accessibilitat baixa,"8536.64",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"37552.52",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"16285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"63351.25",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (764916.349424544 4281546.41535823)","687",CASA CULTURA,MASNOU,"03047","1994",Equipamiento,Equipament,"Educativo, Cultural, Administrativo, Social, Recreativo","Educatiu, Cultural, Administratiu, Social, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,"7275.49",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"45151.82",Accesibilidad media,Accessibilitat mitjana,"976.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"6051.45",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"88502.82",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (765338.273350436 4282941.00649818)","688",EDIFICIO MULTIUSOS,GARGASINDI 15-K,"03047","2008",Equipamiento,Equipament,"Educativo, Social","Educatiu, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1271.90",Accesibilidad media,Accessibilitat mitjana,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9480.05",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (764793.00611012 4281737.88298125)","689",IGUALDAD,"CARRER DE LA LLIBERTAT, 36","03047","1925",Equipamiento,Equipament,Administrativo,Administratiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1677.40",Accesibilidad baja,Accessibilitat baixa,"6229.32",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"15198.69",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
"POINT (764982.331806234 4281762.28223201)","690",MUSEO TORREÓ DE LA PEÇA,"PLAZA DE LA VILLA, 15","03047","1950",Equipamiento,Equipament,Cultural,Cultural,BRL,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"790.57",Accesibilidad baja,Accessibilitat baixa,"392.70",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"8475.24",Calp,Calp,Calp,Calp,Calp,Calp,la Marina Alta,Alacant/Alicante
