WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia,lon,lat
POINT (671688.808696726 4401792.41426728),207,COLEGIO PÚBLICO CHELVA,"C/ CARRETERA DE LOS MÁRTIRES, 1646176 CHELVA (VALENCIA)",46106,1975,Equipamiento,Equipament,"Educativo, Deportivo","Educatiu, Esportiu",No,Accesibilidad baja,Accessibilitat baixa,3167.13,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,51152.3,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,12547.88,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,4837.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,72650.49,Chelva,Chelva,Chelva,Chelva,Chelva,Chelva,La Serranía,València/Valencia,-0.9960440000000065,39.748755499999945
POINT (671883.93811985 4401611.60055764),208,HOGAR MUSICAL,"C/ROBERTO MADRID, 2746176 CHELVA (VALENCIA)",46106,1975,Equipamiento,Equipament,"Educativo, Cultural","Educatiu, Cultural",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1271.9,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,32623.32,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,42103.37,Chelva,Chelva,Chelva,Chelva,Chelva,Chelva,La Serranía,València/Valencia,-0.9938150000000043,39.747087999999955
POINT (699128.521580323 4374258.41133308),209,AYUNTAMIENTO,"PZ DOCTOR CAJAL, 1",46109,1900,Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,704.79,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,40015.41,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,16285.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,57982.29,Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia,-0.684278000000002,39.494898
POINT (699160.238741258 4374437.16370034),210,ESCUELA DE ADULTOS,"CL PEDRALBA, 21",46109,1890,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,1092.66,Accesibilidad baja,Accessibilitat baixa,3793.02,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad media,Accessibilitat mitjana,5285.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,11117.77,Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia,-0.6838559999999989,39.49650000000003
POINT (699833.763609807 4374681.32897148),211,ESCUELA TALLER,PARQUE LOMIQUIA,46109,2010,Equipamiento,Equipament,"Educativo, Social, Otro","Educatiu, Social, Un altre",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1612.76,Accesibilidad baja,Accessibilitat baixa,695.26,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad media,Accessibilitat mitjana,1761.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,5016.17,Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia,-0.6759559999999997,39.498541999999965
POINT (699213.863937115 4373972.19817911),212,CASA DE LA MÚSICA,AV CASTILLA 25 A,46109,1994,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1364.84,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,50721.29,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,23547.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,76580.19,Cheste,Cheste,Cheste,Cheste,Cheste,Cheste,La Hoya de Buñol,València/Valencia,-0.6833718625962488,39.49230139701357
POINT (696386.528335184 4371589.09671765),213,AYUNTAMIENTO,"PZA. GIL ESCARTÍ, S/N",46111,1950,Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad baja,Accessibilitat baixa,273.3,Accesibilidad baja,Accessibilitat baixa,22955.34,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad baja,Accessibilitat baixa,36309.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1323.7,Accesibilidad baja,Accessibilitat baixa,61808.37,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7169278502953181,39.47149557333198
POINT (696554.21084044 4371513.75006075),214,HOGAR DEL JUBILADO,AV MAESTRO GARCIA NAVARRO 1,46111,2011,Equipamiento,Equipament,"Social, Recreativo","Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1091.62,Accesibilidad baja,Accessibilitat baixa,4980.51,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad baja,Accessibilitat baixa,9023.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,16042.25,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7150021286660001,39.470778915044406
POINT (696291.08973396 4371704.75826351),215,SERVICIOS SOCIALES/ BIBLIOTECA/MERCADO,"PZA. CONSTITUCIÓN, N.º 5",46111,1989,Equipamiento,Equipament,"Cultural, Asistencial, Social, Otro","Cultural, Assistencial, Social, Un altre",No,Accesibilidad baja,Accessibilitat baixa,2691.15,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,24386.38,Accesibilidad baja,Accessibilitat baixa,2928.54,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,51791.98,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.718002499999995,39.47255869999998
POINT (696661.828102287 4371886.7284196),216,ESCUELA DE ADULTOS,"C/ DR. CORACHÁN, N.º 31",46111,1954,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,1629.53,Accesibilidad baja,Accessibilitat baixa,8997.68,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,26127.33,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7136420116414174,39.47411241754865
POINT (696917.924471108 4371354.41334031),217,CEIP LA MURTA,"C/ ALCALDE JAVIER MOREA, N.º 7",46111,2007,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,514.41,Accesibilidad baja,Accessibilitat baixa,9119.72,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,10785.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2516.52,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,23912.74,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7108240517480504,39.46926120044221
POINT (696474.304340175 4371604.43036365),218,CEIP DR. CORACHÁN,"C/ RUBIO, N.º 26",46111,1965,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,2541.91,Accesibilidad baja,Accessibilitat baixa,10902.49,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,43438.46,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.715903662652326,39.47161359545006
POINT (695897.53809395 4371996.23003389),219,CEIP MARTÍNEZ CULLA,"C/ PADRE DAMIÁN, S/N",46111,1985,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,2470.11,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,52325.79,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,74381.67,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,130153.75,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7224887621723374,39.47527263475632
POINT (696754.735010213 4371186.1976289),220,GUARDERÍA NINOS,"C/ EJERCITO ESPAÑOL, N.º 23 – 2",46111,1975,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,392.7,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,23547.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,24886.76,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7127693263892927,39.46778400094963
POINT (696529.846817875 4371528.37259633),221,CASA DE LA CULTURA,"C/ DR. CORACHÁN, N.º 2",46111,1940,Equipamiento,Equipament,"Cultural, Recreativo","Cultural, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,5589.79,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,36183.14,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,57243.05,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7152808480003828,39.4709161320154
POINT (696606.766977725 4371871.52880818),222,SALA CULTURAL EL LAVADERO,"C/ DR. LANUZA, N.º 61",46111,1890,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,484.41,Accesibilidad baja,Accessibilitat baixa,634.56,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,9327.12,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7142861460941755,39.473988149931095
POINT (696407.237 4371601.043),223,CINE-TEATRO ASTORIA,"C/ CUÑAT CORTÉS, N.º 1 (A)",46111,1950,Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,409.15,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,58073.33,Accesibilidad baja,Accessibilitat baixa,3814.72,Accesibilidad baja,Accessibilitat baixa,25309.85,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,9396.25,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,97003.3,Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia,-0.7166837654451579,39.4715984054959
POINT (680854.251312125 4391723.18933142),224,CASA CONSISTORIAL,"PLAZA BARONÍA, 1",46112,1986,Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad baja,Accessibilitat baixa,1069.15,Accesibilidad baja,Accessibilitat baixa,3799.3,Accesibilidad baja,Accessibilitat baixa,946.18,Accesibilidad baja,Accessibilitat baixa,21785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,27600.54,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia,-0.8918929999999998,39.65619499999996
POINT (680897.235358625 4391829.7941173),225,CENTRO DE SALUD,"CALLE MAESTRO AMBLAR, 33",46112,1950,Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,1122.66,Accesibilidad baja,Accessibilitat baixa,2799.3,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,976.18,Accesibilidad baja,Accessibilitat baixa,16285.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad baja,Accessibilitat baixa,21184.05,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia,-0.8913631,39.657145799999974
POINT (680848.704198362 4391752.85614329),226,CENTRO SOCIAL POLIVALENTE,"PLAZA BARONÍA, 5",46112,1950,Equipamiento,Equipament,"Educativo, Asistencial, Recreativo","Educatiu, Assistencial, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,514.41,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,41860.54,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,10785.91,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,54137.04,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia,-0.8919494999999966,39.65646330000002
POINT (680861.963258769 4391630.84381741),227,"COLEGIO PÚBLICO ""ANTONIO RUEDA""","CALLE TURIA, 3",46112,1965,Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,919.91,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,39089.62,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,29047.88,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,70003.59,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia,-0.8918284347941607,39.6553618688319
POINT (680886.677413841 4391719.96130122),228,CENTRO DE ACTIVIDADES CULTURALES,"CALLE VÍCTIMAS DEL TERRORISMO, 31",46112,2005,Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,704.79,Accesibilidad baja,Accessibilitat baixa,6938.21,Accesibilidad media,Accessibilitat mitjana,30.0,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,3742.2,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,25939.14,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia,-0.8915161528369971,39.65615907462953
POINT (677718.8559935 4345797.32709195),229,AYUNTAMIENTO (CONSTR),PLAZA DE LA IGLESIA 14 CORTES DE PALLÁS,46099,1984,Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad baja,Accessibilitat baixa,1122.66,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,26173.29,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,14523.94,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,42766.07,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia,-0.9406416479279993,39.243299689934766
POINT (677772.843277008 4345720.0477257),230,CONSULTORIO MÉDICO (CONSTR),AVDA. SÁNCHEZ URZAIZ 7 - CORTES,46099,1950,Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,3255.42,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,23498.13,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,30000.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,64961.7,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia,-0.9400367997064045,39.242592717414915
POINT (677838.26213838 4345837.52919703),231,ANTIGUAS ESCUELAS HOGAR DEL JUBILADO (CONSTR),CALLE NUEVA 14 CORTES DE PALLÁS,46099,1950,Vivienda+equipamiento,Habitatge+equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,13225.46,Accesibilidad baja,Accessibilitat baixa,6660.99,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,25000.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,53094.6,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia,-0.9392482403346153,39.24363724734571
POINT (671640.723805584 4355006.14665793),232,CENTRO SOCIAL VIÑUELAS (CONSTR,ALDEA LAS VIÑUELAS 75,46099,1980,Equipamiento,Equipament,"Social, Recreativo, Sanitario","Social, Recreatiu, Sanitari",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,2092.74,Accesibilidad baja,Accessibilitat baixa,1534.65,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,946.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,11835.54,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia,-1.0086850458591914,39.32745322403449
POINT (673476.856262187 4354499.44997463),233,CENTRO SOCIAL LOS HERREROS (CONSTR),ALDEA LOS HERREROS 32,46099,1988,Equipamiento,Equipament,"Social, Recreativo, Sanitario","Social, Recreatiu, Sanitari",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,251.9,Accesibilidad baja,Accessibilitat baixa,1444.65,Accesibilidad baja,Accessibilitat baixa,976.18,Accesibilidad baja,Accessibilitat baixa,7261.97,Accesibilidad alta,Accessibilitat alta,0.0,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,9934.7,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia,-0.987525949624244,39.3225239815732
