WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,uso_edifi,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidat_total,nom_mun,comarca,provincia
POINT (723549.029999549 4294719.92274861),776,ESCUELA                                               ,PAIS VALENCI? N.? 28                                   ,3017,1900,Equipamiento         ,"Educativo, Deportivo                     ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,l'Alqueria d'Asnar  ,el Comtat          ,Alacant/Alicante 
POINT (723694.983988673 4294635.67949477),777,CASA DE LA CULTURA                                    ,PAIS VALENCI? N.? 1                                    ,3017,1997,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,l'Alqueria d'Asnar  ,el Comtat          ,Alacant/Alicante 
POINT (741444.797261106 4266028.00555778),783,AUDITORI CENTRO SOCIAL                                ,CL HUIT DE MAIG 1                                      ,3139,1992,Equipamiento         ,"Educativo, Cultural, Administrativo, Inst",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,la Vila Joiosa      ,la Marina Baixa    ,Alacant/Alicante 
POINT (741450.364147804 4266214.14090479),784,TEATRE AUDITORI                                       ,CL DRA. DAMIANA ZARAGOZA 1                             ,3139,2008,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad baja                              ,la Vila Joiosa      ,la Marina Baixa    ,Alacant/Alicante 
POINT (698018.451375359 4211145.70267728),786,CASA CONSISTORIAL                                     ,"PLAZA DEL AYUNTAMIENTO, 1                              ",3903,2003,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (697712.907636441 4211035.69345965),787,CONSULTORIO M?DICO INTERIOR                           ,"PARCELA G DE LA U.E ,2                                 ",3903,2003,Equipamiento         ,Sanitario                                ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (698082.01997957 4211179.22489175) ,788,CENTRO C?VICO Y SOCIAL                                ,"C/SOL, 2                                               ",3903,1991,Equipamiento         ,"Social, Asistencial                      ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (697714.380357487 4211384.5014471) ,789,CENTRO SOCIO CULTURAL                                 ,"C/NUESTRA SRA. DE LORETO, 36 Y 38                      ",3903,2012,Equipamiento         ,"Cultural, Social, Educativo              ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (698143.4940327 4211534.0436996)   ,791,ESCUELA INFANTIL                                      ,C/MAESTRO FIDEL G?MEZ S/N                              ,3903,2012,Equipamiento         ,Educativo                                ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (698034.236545076 4211418.13111439),792,NUEVA ESCUELA M?SICA Y AUDITORIO                      ,"U.A. M1, C/ZARAGOZA (ANTES NTRA. SRA. DE LORETO)       ",3903,2005,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Los Montesinos      ,el Baix Segura/La V,Alacant/Alicante 
POINT (695091.34002734 4250712.40671807) ,795,CENTRO DE DIA PARA MENORES                            ,"C/ DAOIZ Y VELARDE, 22                                 ",3093,1984,Equipamiento         ,"Social, Educativo, Cultural              ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694832.659445044 4250226.54854267),797,CENTRO ENFERMOS DE ALZHEIMER                          ,"C/ HERMANOS QUINTERO, 8                                ",3093,2012,Equipamiento         ,"Sanitario, Asistencial                   ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694760.595685661 4250441.45219268),801,CENTRO CIVICO SOCI                                    ,"AVENIDA DE LOS REYES CATOLICOS, 75                     ",3093,1991,Equipamiento         ,"Cultural, Social                         ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694272.42568707 4253147.45329307) ,802,CENTRO SOCIAL DE LA ESTACI?N                          ,"CAMI DE CASTELLA, 76                                   ",3093,1990,Equipamiento         ,"Cultural, Social                         ",Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (695958.607207843 4250865.60031394),805,POLIDEPORTIVO MUNICIPAL - CASA CONSERJE + BIBLIO+PISCI,"AVDA. PEREZ GALDOS, 3                                  ",3093,2004,Equipamiento         ,"Cultural, Deportivo, Social              ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (695193.873423948 4250989.83559319),806,PISO SDAD MUSICAL STA M? MAGDALENA                    ,"C/ SAN ALFONSO, 17 ? PRIMERA PLANTA                    ",3093,1930,Equipamiento         ,"Administrativo, Social                   ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Novelda             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (762297.735093063 4301795.19494348),811,CENTRE SOCIAL                                         ,CL FURS 20                                             ,3095,2005,Equipamiento         ,"Educativo, Cultural, Administrativo      ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (761955.5547124 4302004.34513469)  ,813,CASA DE CULTURA                                       ,CL SANT VICENT 1 ONDARA 3760-ALICANTE                  ,3095,1910,Equipamiento         ,"Educativo, Cultural, Administrativo      ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (761295.229083146 4300896.22521432),818,SALA MULTIUSOS EN PAMIS                               ,CL POETA GARCIA LORCA 2                                ,3095,2008,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Ondara              ,la Marina Alta     ,Alacant/Alicante 
POINT (702518.926368129 4278365.71426671),819,AYUNTAMIENTO                                          ,"C. BARBER?N Y COLLAR, 15                               ",3096,2000,Equipamiento         ,Administrativo                           ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Onil                ,l'Alcoia           ,Alacant/Alicante 
POINT (749739.648232075 4278801.76888327),823,EDIFICIO CASA CONSISTORIAL                            ,"AV. SAGI BARBA, 34                                     ",3107,1959,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (749874.535558959 4278752.77038714),824,CENTRO SALUD POLOP AVDA SAGI BARBA 24                 ,"AV SAGI BARBA, 24                                      ",3107,1950,Equipamiento         ,Sanitario                                ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (749882.002914116 4278750.89310748),827,EDIFICIO MULTIUSOS O CENTRO SOCIO CULTURAL LA PILARICA,"AV SAGI BARBA, 9                                       ",3107,1985,Equipamiento         ,"Cultural, Administrativo, Social, Recreat",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (748656.061120749 4278380.0923783) ,829,EDIFICIO CENTRO SOCIAL PAU 1 PARCELA 51 EQUIP ADMIN   ,"AV BARONIA DE POLOP,3                                  ",3107,2012,Equipamiento         ,"Administrativo, Social, Recreativo       ",Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Polop               ,la Marina Baixa    ,Alacant/Alicante 
POINT (733358.624889061 4289625.95212472),837,CASA CULTURA                                          ,"CL. TRINQUET, 28                                       ",3060,1960,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Quatretondeta       ,el Comtat          ,Alacant/Alicante 
POINT (681997.794185232 4265588.46288395),841,CASA DE CULTURA - OFICINAS MUNICIPALES                ,CALLE ANTONIO MACHADO N? 15                            ,3116,2014,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Salinas             ,l?Alt Vinalopo/El A,Alacant/Alicante 
POINT (682200.242308715 4265190.00099872),842,AUDITORIO MUNICIPAL                                   ,CALLE COMPARSA MOROS N? 1                              ,3116,2008,Equipamiento         ,"Cultural, Educativo, Social              ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Salinas             ,l?Alt Vinalopo/El A,Alacant/Alicante 
POINT (699988.246977887 4220693.34697553),844,CASA CONSISTORIAL                                     ,"PLAZA CONSTITUCI?N, 26                                 ",3118,1992,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (702751.116959758 4223373.30449718),845,CONSULTORIO AUXILIAR MARINA                           ,C/ ?MSTERDAM                                           ,3118,1111,Equipamiento         ,Sanitario                                ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (700094.410619306 4220992.66350736),846,CONSULTORIO Y PROTECCI?N CIVIL                        ,"C/ INFANTA LEONOR, 30 (DENOMINACI?N ACTUAL)            ",3118,1970,Equipamiento         ,"Sanitario, Asistencial, Otro             ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (702763.458060687 4223430.57867205),848,CENTRO SOCIAL URB. MARINA                             ,C/ ?MSTERDAM                                           ,3118,2000,Equipamiento         ,Social                                   ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (700177.177593726 4221169.37023931),849,COLEGIO JOS? MAR?A MANRESA NAVARRO                    ,CTRA. ELCHE                                            ,3118,1975,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (700002.96285179 4221097.45922881) ,851,ESPACIO MULTIUSOS COMERCIAL-CULTURAL                  ,U.E.-2                                                 ,3118,2015,Equipamiento         ,"Social, Recreativo, Otro                 ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (699985.964673661 4220961.01419768),852,ESCUELA DE M?SICA                                     ,"C/ MEN?NDEZ PELAYO, 6                                  ",3118,2003,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (699742.529726304 4220760.26416675),853,TEATRO MUNICIPAL CARDENAL BELLUGA                     ,C/ ROJALES UE-2                                        ,3118,2006,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (700087.386638447 4220821.70726783),854,CENTRO C?VICO                                         ,C/ LEPANTO 9                                           ,3118,2000,Equipamiento         ,"Cultural, Social, Asistencial            ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,San Fulgencio       ,el Baix Segura/La V,Alacant/Alicante 
POINT (736766.96967605 4293290.29248335) ,856,"CASA CONSISTORIAL, CENTRO CIVICO Y CONSULTORIO        ",CALLE NUEVA 18                                         ,3130,2005,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Tollos              ,el Comtat          ,Alacant/Alicante 
POINT (736811.434181825 4293290.97301445),857,RESIDENCIA 3? EDAD                                    ,CALLE NUEVA 7                                          ,3130,1990,Vivienda+equipamiento,"Asistencial, Infraestructura             ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Tollos              ,el Comtat          ,Alacant/Alicante 
POINT (774851.445096823 4298051.85147283),861,NUEVO AYUNTAMIENTO                                    ,"PORTAL DEL CLOT, 2                                     ",3082,2008,Equipamiento         ,"Cultural, Administrativo, Institucional, ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (774410.880261519 4298161.84520249),862,CENTRO SOCIAL Y CONSERVAT                             ,"C/RAFAEL ECHAG?E, 3 Y 5                                ",3082,2008,Equipamiento         ,"Educativo, Cultural, Administrativo, Inst",Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Xabia               ,la Marina Alta     ,Alacant/Alicante 
POINT (759975.821565183 4292421.60029736),870,"BIBLIOTECA, CASA DE LA CULTURA, LLAR 3? EDAT          ",PD PLA LA HUERTA POL?GONO 3 PARCELA 40                 ,3081,2001,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Xalo                ,la Marina Alta     ,Alacant/Alicante 
POINT (759495.059547898 4292450.395725)  ,872,MUSEO ETNOLOGICO                                      ,"AV. REY JUAN CARLOS I, 45                              ",3081,1950,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Xalo                ,la Marina Alta     ,Alacant/Alicante 
POINT (717340.396711376 4267655.67090698),877,CEIP SAGRADA FAMILIA                                  ,"AV. JOAN FUSTER, 4                                     ",3083,1980,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad baja                              ,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717294.418969827 4268909.93243809),879,CASA DE CULTURA                                       ,"C/ MARE DE D?U DE L'ORITO, 62                          ",3083,1900,Equipamiento         ,Cultural                                 ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717290.668632282 4268954.92419991),881,TEATRET                                               ,"PLA?A DEL CONVENT, 3                                   ",3083,1900,Equipamiento         ,Cultural                                 ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (717287.414776406 4268605.41684024),883,OFICINAS GENERALES                                    ,"C/ D?ALCOI,12                                          ",3083,1982,Equipamiento         ,"Administrativo, Social                   ",Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad alta                              ,Accesibilidad baja                              ,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (752469.192246636 4274106.71770188),765,NUEVAS DEPENDENCIAS DE LA CASA CONSISTORIAL (AYUNTAMIE,"CL ESCOLES, 3                                          ",3011,2010,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad alta                              ,Accesibilidad media                             ,l'Alfas del Pi      ,la Marina Baixa    ,Alacant/Alicante 
POINT (752939.095514379 4273657.68836638),767,CENTRO DE D?A                                         ,"CL CORTS VALENCIANES, 3                                ",3011,2010,Equipamiento         ,"Educativo, Asistencial, Administrativo   ",Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,l'Alfas del Pi      ,la Marina Baixa    ,Alacant/Alicante 
POINT (752567.965273326 4274180.6110449) ,772,CENTRO CULTURAL ?ESCOLES VELLES?                      ,"CL ESCOLES, 14                                         ",3011,1965,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad alta                              ,Accesibilidad media                             ,l'Alfas del Pi      ,la Marina Baixa    ,Alacant/Alicante 
POINT (717339.938127491 4268052.05872529),882,ESPACIO POLIVALENTE SEGORB                            ,AV. JOAN FUSTER                                        ,3083,2010,Equipamiento         ,"Educativo, Cultural, Social              ",Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad media                             ,Xixona              ,l'Alacanti         ,Alacant/Alicante 
POINT (715836.811057635 4295046.02350425),598,CASA CULTURA                                          ,"PLA?A ASSUT, S/N                                       ",3003,2000,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Agres               ,el Comtat          ,Alacant/Alicante 
POINT (674504.867187667 4245293.71031126),605,CASA CONSISTORIAL                                     ,PLAZA JUAN CARLOS I                                    ,3013,1978,Equipamiento         ,"Institucional, Administrativo            ",Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Algue?a             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (674583.68895162 4245275.98573533) ,606,"CENTRO C?VICO SOCIAL, BIBLIOTECA Y 3? EDAD (1 FASE)   ","PLAZA CONCORDIA, 8                                     ",3013,2003,Equipamiento         ,"Cultural, Social                         ",Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Algue?a             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (674594.188513449 4245251.4540787) ,607,"CENTRO C?VICO SOCIAL, BIBLIOTECA Y 3? EDAD (2 FASE)   ","PLAZA CONCORDIA, 9                                     ",3013,2001,Equipamiento         ,"Cultural, Social, Deportivo              ",Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Algue?a             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (674336.12020225 4245082.22218382) ,609,COLEGIO P?BLICO VIRGEN DEL REMEDIO Y 6 VIVIENCAS MAEST,PS LIBERTAD 15                                         ,3013,1970,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Algue?a             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (674495.064200414 4245431.61476679),611,TEATRO AUDITORIO                                      ,PL PAIS VALENCIANO 7                                   ,3013,1998,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Algue?a             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (674474.051554366 4245432.82576754),612,LOCAL AMAS DE CASA                                    ,"CL. PRINCIPE DE ASTURIAS, 1                            ",3013,1984,Equipamiento         ,Social                                   ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Algue?a             ,el Vinalopo Mitja/E,Alacant/Alicante 
POINT (694274.557473564 4220287.83255258),614,CENTRO OCUPACIONAL ADA                                ,CL ALBACETE 2                                          ,3015,2009,Equipamiento         ,Asistencial                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Almoradi            ,el Baix Segura/La V,Alacant/Alicante 
POINT (693952.715898561 4220127.58801078),615,CENTRO TERCERA EDAD                                   ,CL ESPA?A 53                                           ,3015,1998,Equipamiento         ,Social                                   ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Almoradi            ,el Baix Segura/La V,Alacant/Alicante 
POINT (693443.074727909 4220286.11735059),618,ESCUELAS MUNICIPALES 1927                             ,CL RAFAEL ALBERTI 12                                   ,3015,1930,Equipamiento         ,Otro                                     ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Almoradi            ,el Baix Segura/La V,Alacant/Alicante 
POINT (693963.374060456 4220107.41128512),619,CENTRO CULTURAL                                       ,CL ESPA?A 53                                           ,3015,2000,Equipamiento         ,"Cultural, Otro                           ",Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitectonicas,Almoradi            ,el Baix Segura/La V,Alacant/Alicante 
POINT (756481.046540406 4276671.08112791),622,C. SALUT CASC ANTIC                                   ,"CL. VILLAJOYOSA, 3                                     ",3018,1975,Equipamiento         ,Sanitario                                ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Altea               ,la Marina Baixa    ,Alacant/Alicante 
POINT (757055.228933524 4276803.26614695),624,CENTRE SOCIAL 3? EDAT                                 ,"CL. MARINA BAIXA, 2                                    ",3018,1998,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad muy baja. Barreras arquitectonicas,Altea               ,la Marina Baixa    ,Alacant/Alicante 
POINT (757230.466763474 4277141.95162413),625,FPA                                                   ,"CL. CALITX, 6                                          ",3018,2000,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitectonicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitectonicas,Altea               ,la Marina Baixa    ,Alacant/Alicante 
